Row ID,Order ID,Order Date,Market,Product ID,Sales
96,MX-2012-KT1646518-41017,18-04-2012,LATAM,FUR-BO-3895,$575.96
97,MX-2012-KT1646518-41017,18-04-2012,LATAM,TEC-AC-4151,$55.36
98,MX-2012-AH1007593-41202,20-10-2012,LATAM,OFF-ST-6060,$96
99,US-2014-NW1840036-41859,08-08-2014,LATAM,FUR-CH-5436,$92.304
100,US-2014-NW1840036-41859,08-08-2014,LATAM,OFF-PA-3992,$84.96
101,MX-2014-JL1585051-41986,13-12-2014,LATAM,TEC-AC-5134,$494.64
102,MX-2014-CG1204031-41977,04-12-2014,LATAM,OFF-FA-6194,$39.4
103,US-2014-TB2140082-41947,04-11-2014,LATAM,FUR-CH-5452,$244.56
104,US-2014-TB2140082-41947,04-11-2014,LATAM,OFF-AR-5926,$16.48
105,MX-2014-PB1915082-41973,30-11-2014,LATAM,OFF-EN-4908,$5.68
106,MX-2013-MD1735082-41557,10-10-2013,LATAM,FUR-CH-4632,$266.544
107,US-2012-HD1478536-41178,26-09-2012,LATAM,OFF-PA-4464,$77.28
108,US-2015-TT212655-42163,08-06-2015,LATAM,OFF-AR-6121,$16.08
109,US-2015-TT212655-42163,08-06-2015,LATAM,OFF-PA-4474,$11.172
110,MX-2014-RS1942082-41886,04-09-2014,LATAM,TEC-AC-5881,$48.16
111,MX-2015-SC2068082-42231,15-08-2015,LATAM,TEC-PH-3143,$465
112,MX-2013-EM1420051-41586,08-11-2013,LATAM,OFF-SU-4314,$46.1
113,US-2014-SW202755-41898,16-09-2014,LATAM,OFF-PA-4168,$66.948
114,US-2014-SW202755-41898,16-09-2014,LATAM,OFF-PA-5891,$65.232
115,US-2014-SW202755-41898,16-09-2014,LATAM,OFF-ST-6262,$409.26
116,MX-2015-TS2108536-42059,24-02-2015,LATAM,OFF-FA-6203,$27.76
117,MX-2015-SS2041018-42336,28-11-2015,LATAM,TEC-PH-3817,$461.9
118,MX-2014-AG1033028-41865,14-08-2014,LATAM,OFF-AP-4963,$1052.16
119,MX-2014-AG1033028-41865,14-08-2014,LATAM,OFF-EN-4915,$184.66
120,MX-2014-AG1033028-41865,14-08-2014,LATAM,OFF-FA-2954,$33.6
121,US-2013-NP1868555-41347,14-03-2013,LATAM,OFF-EN-3664,$101.94
122,US-2013-PO19195143-41352,19-03-2013,LATAM,OFF-AR-6127,$73.104
123,US-2012-PB1915054-41271,28-12-2012,LATAM,FUR-BO-3899,$273.12
124,US-2012-PB1915054-41271,28-12-2012,LATAM,TEC-MA-5573,$105.96
125,MX-2015-JL1513018-42159,04-06-2015,LATAM,FUR-CH-5367,$145.1
126,MX-2015-JL1513018-42159,04-06-2015,LATAM,TEC-CO-3703,$191.85552
127,MX-2015-JL1513018-42159,04-06-2015,LATAM,OFF-EN-4443,$199.2
128,MX-2015-JL1513018-42159,04-06-2015,LATAM,FUR-CH-5446,$191.2
129,MX-2015-JL1513018-42159,04-06-2015,LATAM,OFF-AR-3526,$107.82
130,MX-2012-BT1130531-40912,04-01-2012,LATAM,OFF-EN-4912,$185.76
131,MX-2015-DR1288082-42363,25-12-2015,LATAM,OFF-PA-4477,$47.4
132,US-2014-LP1708082-41957,14-11-2014,LATAM,FUR-BO-3904,$966.4
133,US-2015-TT2146036-42276,29-09-2015,LATAM,OFF-FA-6208,$14.144
134,US-2015-TT2146036-42276,29-09-2015,LATAM,OFF-BI-4830,$5.552
135,MX-2015-FW143955-42306,29-10-2015,LATAM,OFF-LA-4688,$13.32
136,MX-2015-FW143955-42306,29-10-2015,LATAM,OFF-AP-4958,$373.284
137,MX-2015-FW143955-42306,29-10-2015,LATAM,OFF-BI-6371,$5.598
138,US-2013-BM1114098-41343,10-03-2013,LATAM,OFF-AR-3545,$81.816
139,MX-2012-SC2002082-41051,22-05-2012,LATAM,TEC-MA-5499,$464.64
140,MX-2014-MO1750018-41927,15-10-2014,LATAM,TEC-MA-5542,$347.88
141,MX-2014-MO1750018-41927,15-10-2014,LATAM,OFF-BI-6379,$29.04
142,MX-2013-KD1661582-41400,06-05-2013,LATAM,TEC-CO-3588,$349.02056
143,MX-2013-KD1661582-41400,06-05-2013,LATAM,OFF-LA-3297,$23.46
144,MX-2013-KD1661582-41400,06-05-2013,LATAM,OFF-EN-5039,$70.64
145,MX-2012-EM1381036-41067,07-06-2012,LATAM,TEC-AC-4164,$179.52
146,MX-2012-EM1381036-41067,07-06-2012,LATAM,OFF-FA-3020,$17.856
147,US-2013-BH1171055-41476,21-07-2013,LATAM,OFF-ST-4260,$218.208
148,US-2013-BH1171055-41476,21-07-2013,LATAM,OFF-LA-4659,$6.768
149,US-2013-BH1171055-41476,21-07-2013,LATAM,TEC-CO-4568,$422.76208
150,US-2013-BH1171055-41476,21-07-2013,LATAM,TEC-AC-5132,$57.384
151,MX-2014-BE1133531-41931,19-10-2014,LATAM,FUR-CH-4559,$195.78
152,MX-2014-BE1133531-41931,19-10-2014,LATAM,OFF-BI-3293,$19.3
153,MX-2014-BE1133531-41931,19-10-2014,LATAM,FUR-CH-5433,$193.1
154,US-2013-LW1699036-41461,06-07-2013,LATAM,OFF-BI-6383,$80.736
155,MX-2012-HE1480018-41103,13-07-2012,LATAM,OFF-SU-2993,$103.08
156,MX-2013-LS1723093-41586,08-11-2013,LATAM,FUR-FU-3949,$58.7
157,MX-2013-LS1723093-41586,08-11-2013,LATAM,OFF-PA-4461,$105.06
158,MX-2013-ST2053082-41581,03-11-2013,LATAM,OFF-PA-6606,$37
159,MX-2013-ST2053082-41581,03-11-2013,LATAM,OFF-BI-6405,$13.62
160,MX-2015-GP1474031-42356,18-12-2015,LATAM,OFF-AR-5902,$168.4
161,MX-2015-GP1474031-42356,18-12-2015,LATAM,OFF-EN-3667,$152.64
162,MX-2013-TC2153531-41466,11-07-2013,LATAM,OFF-ST-6282,$255.22
163,MX-2013-TC2153531-41466,11-07-2013,LATAM,OFF-AR-3477,$210.48
164,US-2015-TZ21580143-42209,24-07-2015,LATAM,OFF-AP-3572,$362.952
165,MX-2013-AR1034582-41601,23-11-2013,LATAM,FUR-BO-5786,$836.928
166,MX-2013-SL2015539-41486,31-07-2013,LATAM,FUR-CH-4559,$326.3
167,MX-2013-SL2015539-41486,31-07-2013,LATAM,FUR-CH-5801,$277.6
168,MX-2014-DJ1363036-41963,20-11-2014,LATAM,FUR-CH-4633,$30.816
169,US-2014-YS218805-41999,26-12-2014,LATAM,OFF-PA-6620,$10.512
170,MX-2014-BW1120082-41979,06-12-2014,LATAM,FUR-CH-4655,$731.424
171,MX-2012-EB1417093-41110,20-07-2012,LATAM,FUR-BO-4864,$650.88
172,MX-2014-MO1750082-41720,22-03-2014,LATAM,OFF-BI-2917,$10.72
173,MX-2014-MO1750082-41720,22-03-2014,LATAM,TEC-CO-4780,$342.5136
174,MX-2014-MO1750082-41720,22-03-2014,LATAM,OFF-AP-4490,$46.98
175,MX-2014-MO1750082-41720,22-03-2014,LATAM,TEC-AC-3381,$56.2
176,MX-2014-JS1568539-41961,18-11-2014,LATAM,OFF-BI-3726,$165.9
177,MX-2014-JS1568539-41961,18-11-2014,LATAM,OFF-EN-3092,$12.8
178,MX-2014-JS1568539-41961,18-11-2014,LATAM,OFF-PA-4468,$119.04
179,MX-2014-TB2117531-41814,24-06-2014,LATAM,FUR-BO-5799,$494.8
180,MX-2014-TB2117531-41814,24-06-2014,LATAM,OFF-AP-3864,$1111.56
181,MX-2014-TB2117531-41814,24-06-2014,LATAM,TEC-AC-3398,$370.4
182,MX-2014-TB2117531-41814,24-06-2014,LATAM,FUR-BO-5960,$394.2
183,MX-2014-TB2117531-41814,24-06-2014,LATAM,OFF-ST-6025,$14.4
184,US-2013-VW2177554-41590,12-11-2013,LATAM,OFF-PA-3990,$61.38
185,MX-2015-HF1499536-42293,16-10-2015,LATAM,TEC-PH-5830,$141.888
186,MX-2014-CR1273028-41993,20-12-2014,LATAM,OFF-EN-4916,$74.34
187,MX-2014-CR1273028-41993,20-12-2014,LATAM,FUR-CH-4564,$121.58
188,MX-2014-CR1273028-41993,20-12-2014,LATAM,TEC-CO-6008,$159.68
189,MX-2014-CR1273028-41993,20-12-2014,LATAM,FUR-TA-3420,$1480.368
190,MX-2014-CR1273028-41993,20-12-2014,LATAM,FUR-TA-4648,$982.912
191,MX-2014-CR1273028-41993,20-12-2014,LATAM,TEC-PH-5249,$346.74
192,MX-2014-CR1273028-41993,20-12-2014,LATAM,TEC-AC-5196,$19.74
193,MX-2015-CM1244582-42327,19-11-2015,LATAM,OFF-EN-3108,$58.3
194,MX-2013-BT1148528-41319,14-02-2013,LATAM,OFF-EN-3099,$129.76
195,US-2013-ML1804098-41479,24-07-2013,LATAM,OFF-LA-3262,$5.244
196,MX-2015-RW1963082-42187,02-07-2015,LATAM,FUR-CH-4700,$89.248
197,US-2012-TB2135598-41241,28-11-2012,LATAM,OFF-LA-4542,$6.6
198,US-2012-TB2135598-41241,28-11-2012,LATAM,OFF-EN-3090,$101.808
199,US-2014-RS1987036-41958,15-11-2014,LATAM,OFF-LA-4678,$16.416
200,US-2014-RS1987036-41958,15-11-2014,LATAM,OFF-SU-4126,$63.36
201,US-2014-RS1987036-41958,15-11-2014,LATAM,OFF-FA-5481,$9.376
202,US-2014-RS1987036-41958,15-11-2014,LATAM,OFF-EN-5028,$33.44
203,MX-2015-CS1249082-42286,09-10-2015,LATAM,OFF-ST-4057,$256.74
204,MX-2015-FP1432082-42340,02-12-2015,LATAM,OFF-PA-4159,$118.8
205,MX-2014-EB14170143-41901,19-09-2014,LATAM,FUR-CH-4560,$80.112
206,MX-2014-EB14170143-41901,19-09-2014,LATAM,OFF-ST-6247,$107.304
207,MX-2014-EB14170143-41901,19-09-2014,LATAM,OFF-AR-3498,$30.24
208,US-2015-MW182205-42095,01-04-2015,LATAM,FUR-CH-5406,$67.776
209,US-2015-MW182205-42095,01-04-2015,LATAM,OFF-BI-4816,$63.504
210,US-2015-MW182205-42095,01-04-2015,LATAM,OFF-EN-5040,$24.024
211,US-2015-MW182205-42095,01-04-2015,LATAM,OFF-BI-3293,$2.316
212,US-2015-MW182205-42095,01-04-2015,LATAM,OFF-FA-6201,$8.184
213,US-2015-MW182205-42095,01-04-2015,LATAM,OFF-EN-3098,$198.528
214,US-2012-CS1195036-41075,15-06-2012,LATAM,FUR-CH-5775,$738.288
215,MX-2015-DO1343518-42305,28-10-2015,LATAM,OFF-BI-4823,$8.6
216,US-2012-RR1952536-41270,27-12-2012,LATAM,TEC-PH-5251,$88.096
217,US-2012-RR1952536-41270,27-12-2012,LATAM,FUR-CH-5436,$276.912
218,US-2012-RR1952536-41270,27-12-2012,LATAM,TEC-AC-4151,$110.72
219,US-2012-RR1952536-41270,27-12-2012,LATAM,TEC-PH-3150,$538.24
220,US-2012-RR1952536-41270,27-12-2012,LATAM,TEC-PH-5841,$1696.64
221,MX-2013-MH1762082-41612,04-12-2013,LATAM,OFF-ST-6284,$142.08
222,MX-2013-MH1762082-41612,04-12-2013,LATAM,OFF-AP-4733,$818.08
223,MX-2013-MH1762082-41612,04-12-2013,LATAM,OFF-LA-5403,$17.76
224,MX-2013-MH1762082-41612,04-12-2013,LATAM,OFF-AP-4506,$723.12
225,MX-2013-MH1762082-41612,04-12-2013,LATAM,OFF-ST-4261,$123.2
226,MX-2013-MH1762082-41612,04-12-2013,LATAM,TEC-CO-3587,$519.93804
227,MX-2012-AG1030082-41250,07-12-2012,LATAM,FUR-CH-5446,$688.32
228,MX-2015-BM1114039-42361,23-12-2015,LATAM,OFF-EN-4920,$86.7
229,MX-2015-CL1270093-42284,07-10-2015,LATAM,FUR-BO-5778,$398.52
230,MX-2015-RK1930082-42206,21-07-2015,LATAM,OFF-PA-4170,$29.88
231,MX-2015-RK1930082-42206,21-07-2015,LATAM,OFF-AR-6128,$63.48
232,MX-2015-RK1930082-42206,21-07-2015,LATAM,FUR-CH-4655,$1219.04
233,MX-2015-RK1930082-42206,21-07-2015,LATAM,TEC-CO-4568,$176.38652
234,MX-2015-RK1930082-42206,21-07-2015,LATAM,FUR-CH-5449,$229.056
235,MX-2014-MG1814539-41787,28-05-2014,LATAM,OFF-BI-3712,$113.04
236,MX-2014-MG1814539-41787,28-05-2014,LATAM,FUR-FU-5739,$50.4
237,MX-2015-KD1649593-42131,07-05-2015,LATAM,FUR-BO-3624,$549.52
238,MX-2013-LS1724582-41531,14-09-2013,LATAM,OFF-AP-4964,$2278.32
239,MX-2014-AS1009082-41732,03-04-2014,LATAM,FUR-BO-3891,$1098.96
240,MX-2014-AS1009082-41732,03-04-2014,LATAM,OFF-BI-6370,$58.98
241,MX-2012-AH1019531-40965,26-02-2012,LATAM,TEC-PH-5830,$177.36
242,MX-2012-AH1019531-40965,26-02-2012,LATAM,TEC-AC-5217,$51.96
243,MX-2012-AH1019531-40965,26-02-2012,LATAM,FUR-CH-4563,$360.24
244,MX-2012-AH1019531-40965,26-02-2012,LATAM,OFF-SU-3003,$55.04
245,MX-2015-GB1453039-42075,12-03-2015,LATAM,OFF-LA-4688,$22.2
246,MX-2015-GB1453039-42075,12-03-2015,LATAM,OFF-SU-6168,$44
247,MX-2012-AC1042031-41136,15-08-2012,LATAM,TEC-PH-5335,$226.12
248,MX-2012-AC1042031-41136,15-08-2012,LATAM,TEC-AC-3397,$158
249,MX-2015-TT2126539-42318,10-11-2015,LATAM,OFF-AR-5926,$41.2
250,MX-2015-TT2126539-42318,10-11-2015,LATAM,OFF-BI-4807,$43.7
251,MX-2013-PT1909082-41418,24-05-2013,LATAM,FUR-FU-3048,$63.648
252,US-2014-SC208455-41669,30-01-2014,LATAM,FUR-BO-3647,$249.72
253,US-2014-SC208455-41669,30-01-2014,LATAM,OFF-LA-6063,$9.144
254,US-2014-SC208455-41669,30-01-2014,LATAM,OFF-LA-5400,$9.744
255,MX-2015-LW1699031-42273,26-09-2015,LATAM,OFF-ST-5693,$188.84
256,MX-2013-LB1673582-41489,03-08-2013,LATAM,OFF-PA-4177,$119.64
257,MX-2013-LB1673582-41489,03-08-2013,LATAM,TEC-CO-6005,$161.59616
258,MX-2013-RK1930018-41416,22-05-2013,LATAM,OFF-LA-6045,$51.8
259,MX-2012-SZ2003582-41080,20-06-2012,LATAM,FUR-BO-3631,$264.512
260,MX-2012-SZ2003582-41080,20-06-2012,LATAM,TEC-AC-5880,$51.08
261,MX-2012-SZ2003582-41080,20-06-2012,LATAM,TEC-AC-5866,$110.64
262,MX-2013-AB1010582-41596,18-11-2013,LATAM,FUR-CH-4525,$118.8
263,MX-2014-KF1628526-41824,04-07-2014,LATAM,OFF-PA-3993,$123.48
264,US-2014-AH10585143-41943,31-10-2014,LATAM,TEC-PH-5846,$246.48
265,US-2014-PO1885082-41863,12-08-2014,LATAM,FUR-TA-3440,$285.376
266,MX-2013-EH1399051-41559,12-10-2013,LATAM,OFF-AR-6124,$17.64
267,MX-2013-EJ1372082-41628,20-12-2013,LATAM,OFF-EN-4445,$77.1
268,MX-2015-DJ1351018-42206,21-07-2015,LATAM,FUR-CH-5378,$607.36
269,MX-2015-DJ1351018-42206,21-07-2015,LATAM,OFF-EN-3100,$92.4
270,MX-2015-DJ1351018-42206,21-07-2015,LATAM,OFF-FA-6193,$26.82
271,US-2015-KM167205-42096,02-04-2015,LATAM,OFF-BI-2917,$3.432
272,US-2015-KM167205-42096,02-04-2015,LATAM,OFF-ST-6281,$43.368
273,MX-2015-BB1154582-42329,21-11-2015,LATAM,OFF-FA-2951,$53.7
274,US-2015-MN1793555-42250,03-09-2015,LATAM,OFF-BI-4817,$102.84
275,US-2015-MN1793555-42250,03-09-2015,LATAM,OFF-SU-4973,$29.016
276,US-2012-VG2179054-41019,20-04-2012,LATAM,FUR-CH-4654,$551.556
277,MX-2014-AG1076539-41887,05-09-2014,LATAM,OFF-ST-4252,$105.12
278,MX-2014-AG1076539-41887,05-09-2014,LATAM,OFF-AR-6128,$126.96
279,MX-2012-LS1697518-41188,06-10-2012,LATAM,OFF-AR-5919,$32.68
280,MX-2013-CL1189018-41459,04-07-2013,LATAM,TEC-PH-5839,$3408
281,US-2015-KB1640518-42328,20-11-2015,LATAM,FUR-FU-3039,$14.952
282,MX-2015-DH1367539-42260,13-09-2015,LATAM,FUR-CH-4628,$90.3
283,MX-2013-AP1091531-41604,26-11-2013,LATAM,OFF-SU-2993,$137.44
284,US-2015-SB2029018-42111,17-04-2015,LATAM,OFF-ST-4252,$31.536
285,MX-2014-DW1354082-41660,21-01-2014,LATAM,OFF-ST-6060,$64
286,MX-2014-DW1354082-41660,21-01-2014,LATAM,FUR-BO-5778,$318.816
287,MX-2014-DW1354082-41660,21-01-2014,LATAM,TEC-PH-3129,$333.96
288,MX-2014-DW1354082-41660,21-01-2014,LATAM,FUR-TA-3341,$1022.528
289,US-2012-RP19390143-40937,29-01-2012,LATAM,FUR-TA-4645,$369.468
290,MX-2014-PK1907539-41721,23-03-2014,LATAM,OFF-LA-6063,$15.24
291,MX-2014-PK1907539-41721,23-03-2014,LATAM,TEC-PH-3798,$161.1
292,MX-2014-MP179655-41740,11-04-2014,LATAM,TEC-PH-3798,$161.1
293,MX-2014-DN1369018-41688,18-02-2014,LATAM,FUR-TA-4645,$1970.496
294,MX-2014-DL1333026-41884,02-09-2014,LATAM,OFF-PA-4176,$130.56
295,MX-2013-LS1723082-41368,04-04-2013,LATAM,TEC-CO-3678,$701.47424
296,MX-2013-LS1723082-41368,04-04-2013,LATAM,OFF-LA-4694,$18.54
297,MX-2013-LS1723082-41368,04-04-2013,LATAM,OFF-EN-4926,$15.7
298,MX-2013-RB1979531-41314,09-02-2013,LATAM,FUR-CH-4520,$123.24
299,MX-2014-BS113805-41947,04-11-2014,LATAM,FUR-BO-4854,$99.528
300,US-2014-JR1570055-41983,10-12-2014,LATAM,TEC-AC-5121,$413.52
301,US-2013-DR1288018-41578,31-10-2013,LATAM,OFF-FA-6204,$23.296
302,US-2013-DR1288018-41578,31-10-2013,LATAM,OFF-PA-6611,$18.04
303,MX-2015-TB2128082-42293,16-10-2015,LATAM,OFF-PA-6600,$98.22
304,MX-2015-TB2128082-42293,16-10-2015,LATAM,OFF-ST-6249,$46.44
305,MX-2015-PB1915028-42309,01-11-2015,LATAM,TEC-AC-5205,$69.18
306,MX-2015-PB1915028-42309,01-11-2015,LATAM,OFF-EN-3106,$65.84
307,MX-2014-JG1531039-41816,26-06-2014,LATAM,FUR-CH-4628,$180.6
308,MX-2014-JG1531039-41816,26-06-2014,LATAM,FUR-BO-5771,$199.28
309,MX-2012-CA1231082-41165,13-09-2012,LATAM,FUR-CH-4563,$96.064
310,MX-2012-CA1231082-41165,13-09-2012,LATAM,OFF-BI-3715,$116.64
311,MX-2012-CA1231082-41165,13-09-2012,LATAM,OFF-ST-4106,$32.3
312,MX-2012-CA1231082-41165,13-09-2012,LATAM,OFF-ST-4295,$267.96
313,US-2015-PJ1901598-42273,26-09-2015,LATAM,OFF-EN-3658,$28.584
314,US-2015-PJ1901598-42273,26-09-2015,LATAM,OFF-BI-2901,$40.872
315,US-2015-PJ1901598-42273,26-09-2015,LATAM,OFF-AP-4723,$82.548
316,US-2015-PJ1901598-42273,26-09-2015,LATAM,OFF-FA-6193,$21.456
317,MX-2015-CR1282093-42305,28-10-2015,LATAM,TEC-MA-6140,$1600.96
318,MX-2015-CR1282093-42305,28-10-2015,LATAM,OFF-AP-3565,$303.3
319,MX-2015-CR1282093-42305,28-10-2015,LATAM,OFF-SU-2987,$53.7
